1000 3400
30:0.030878 36:0.034079 50:0.033118 59:0.032279 68:0.030887 156:0.030234 228:0.034465 290:0.053702 317:0.051554 334:0.039365 349:0.030984 453:0.033394 488:0.045377 517:0.048195 537:0.121068 555:0.032846 557:0.033500 602:0.071196 663:0.069703 745:0.033823 746:0.034270 749:0.058753 752:0.037603 769:0.104429 777:0.121043 877:0.031150 969:0.063215 991:0.030027 1042:0.032642 1084:0.030339 1171:0.065878 1194:0.050198 1212:0.034542 1276:0.033551 1449:0.037942 1555:0.035030 1557:0.038039 1558:0.045384 1560:0.043514 1577:0.036363 1584:0.033657 1615:0.033857 1616:0.048214 1627:0.039372 1746:0.029381 1752:0.031539 1768:0.045217 1773:0.045053 1787:0.076115 1816:0.044996 1817:0.044954 1827:0.055214 1955:0.034598 2047:0.035746 2110:0.051009 2158:0.126956 2257:0.031390 2260:0.103191 2261:0.207604 2262:0.107258 2281:0.040492 2284:0.033176 2384:0.031256 2449:0.333372 2450:0.041908 2481:0.030065 2593:0.037814 2611:0.043513 2633:0.045020 2649:0.050115 2683:0.039607 2685:0.328956 2714:0.031325 2775:0.032932 2814:0.032442 2818:0.038893 2892:0.055558 2902:0.032614 2904:0.031446 2960:0.058527 3013:0.029744 3020:0.038410 3035:0.078499 3054:0.034085 3060:0.196401 3065:0.253584 3068:0.165367 3069:0.063100 3070:0.074947 3071:0.181212 3090:0.058306 3110:0.030953 3124:0.036448 3158:0.045669 3184:0.036454 3278:0.044592 3279:0.116647 3321:0.198119 3327:0.993019 3331:0.030479
19:0.019295 49:0.020198 60:0.019233 118:0.023583 119:0.020224 204:0.023286 242:0.020507 268:0.026728 284:0.029657 290:0.029223 318:0.019222 465:0.019929 499:0.019361 551:0.019892 576:0.019763 643:0.020164 676:0.019342 785:0.023701 826:0.020741 859:0.026989 896:0.025969 904:0.019176 969:0.028141 970:0.025477 991:0.019431 994:0.019999 1068:0.019311 1130:0.020820 1152:0.021039 1155:0.020475 1157:0.019066 1211:0.022716 1350:0.020411 1377:0.022219 1379:0.022193 1403:0.019216 1420:0.018954 1437:0.020524 1461:0.020293 1462:0.021174 1467:0.031011 1468:0.020765 1563:0.019737 1627:0.021585 1693:0.021333 1781:0.053667 1810:0.023124 1905:0.041466 1906:0.024314 1958:0.025320 2045:0.020435 2064:0.019943 2071:0.033132 2073:0.027912 2163:0.024898 2247:0.025186 2248:0.031884 2281:0.022020 2397:0.019367 2438:0.036008 2447:0.044359 2573:0.031991 2578:0.019827 2584:0.026664 2609:0.028913 2637:0.021093 2639:0.021628 2649:0.032901 2662:0.028087 2663:0.019514 2684:0.019059 2685:0.038898 2687:0.024094 2710:0.032807 2714:0.024085 2737:0.019070 2739:0.018886 2788:0.094071 2984:0.020687 2994:0.020277 2995:0.018953 2996:0.023230 2998:0.020436 3020:0.019276 3075:0.019045 3078:0.025940 3090:0.025541 3096:0.047149 3165:0.019194 3176:0.020601 3217:0.019815 3230:0.019903 3321:0.211739 3327:0.982143 3340:0.028021 3342:0.020230 3360:0.023558 3361:0.054437 3369:0.019341 3373:0.022348
19:0.027154 22:0.076901 65:0.043591 118:0.063751 124:0.251557 172:0.051200 317:0.075000 385:0.041170 386:0.026091 453:0.032595 465:0.025239 489:0.029199 503:0.107079 537:0.724449 576:0.273319 577:0.030026 594:0.026741 676:0.026130 718:0.027359 782:0.035769 785:0.065639 808:0.033514 834:0.061109 840:0.036962 884:0.037215 953:0.027480 969:0.073813 970:0.102386 1068:0.031601 1075:0.030918 1120:0.033173 1145:0.034556 1152:0.143582 1157:0.035686 1185:0.029770 1194:0.027807 1201:0.031114 1202:0.048208 1207:0.034073 1211:0.077396 1212:0.056943 1229:0.032836 1344:0.167967 1346:0.049688 1561:0.030291 1736:0.030147 1746:0.042386 1755:0.040891 1781:0.026251 1792:0.027065 1827:0.033589 1832:0.080020 1853:0.046410 1854:0.083507 1882:0.034052 1884:0.025779 1919:0.039229 1922:0.054389 1936:0.067881 2005:0.028119 2033:0.994735 2039:0.034413 2082:0.043569 2193:0.031442 2344:0.034471 2354:0.027285 2355:0.036526 2370:0.048039 2438:0.030834 2481:0.026822 2489:0.084105 2490:0.025174 2547:0.039041 2563:0.035435 2564:0.035800 2565:0.041649 2578:0.059311 2579:0.138233 2580:0.034258 2582:0.078818 2611:0.025586 2620:0.046247 2685:0.385172 2710:0.073650 2735:0.035246 2808:0.031015 2916:0.025797 2964:0.029877 2983:0.052904 3049:0.051122 3057:0.027385 3075:0.032323 3078:0.154278 3139:0.045440 3160:0.041530 3217:0.032917 3242:0.025714 3321:0.362818 3327:0.731217 3363:0.121555
30:0.036425 65:0.030390 97:0.036618 118:0.038863 169:0.029000 284:0.035420 290:0.059422 402:0.033630 404:0.040708 418:0.044129 463:0.089081 491:0.036134 551:0.028925 646:0.046583 714:0.029267 723:0.027588 744:0.047114 749:0.042757 797:0.030205 873:0.070444 896:0.029647 956:0.028615 969:0.032175 970:0.037531 1152:0.091634 1162:0.031676 1179:0.064913 1180:0.028590 1181:0.044115 1188:0.038517 1194:0.135719 1242:0.045996 1243:0.041817 1262:0.035206 1269:0.032774 1272:0.029422 1292:0.037659 1350:0.030630 1384:0.035247 1386:0.035927 1387:0.030388 1396:0.037352 1417:0.040834 1449:0.041033 1468:0.028701 1535:0.075832 1558:0.028968 1581:0.028388 1627:0.086319 1666:0.046990 1697:0.033382 1746:0.027569 1755:0.033479 1758:0.041365 1918:0.044391 1922:0.037810 1923:0.028610 1949:0.033545 2000:0.033626 2145:0.029709 2181:0.053366 2315:0.044202 2386:0.030826 2424:0.034863 2438:0.030508 2447:0.070888 2507:0.045450 2529:0.043396 2608:0.033675 2609:0.818987 2649:0.040018 2661:0.033925 2685:0.071487 2693:0.028967 2694:0.046251 2710:0.154791 2716:0.053052 2788:0.065287 2791:0.029108 2821:0.035142 2906:0.041700 2910:0.083439 2954:0.028509 2996:0.044332 3019:0.034340 3074:0.029175 3075:0.041990 3079:0.036836 3080:0.062837 3081:0.124358 3099:0.030810 3103:0.031268 3123:0.044832 3128:0.034384 3192:0.028000 3207:0.027060 3225:0.037783 3321:0.092652 3327:0.843513 3373:0.040041
10:0.033876 22:0.031516 32:0.025431 54:0.022008 93:0.023220 109:0.022340 204:0.034878 270:0.022316 291:0.024013 463:0.022577 466:0.024379 489:0.024139 555:0.022143 559:0.797733 560:0.288310 567:0.184535 584:0.040814 594:0.021458 658:0.028225 690:0.021314 725:0.024605 755:0.023419 782:0.025404 785:0.021723 921:0.021942 991:0.024034 1024:0.037132 1026:0.079444 1129:0.068195 1130:0.022289 1131:0.022629 1155:0.022078 1194:0.030912 1211:0.047052 1224:0.061206 1334:0.025655 1381:0.024943 1391:0.037620 1398:0.074081 1399:0.080617 1416:0.023136 1417:0.025147 1518:0.058395 1561:0.026703 1584:0.155640 1725:0.023485 1729:0.021248 1742:0.022506 1746:0.028084 1781:0.046458 1810:0.030226 1815:0.021243 1858:0.022001 1931:0.145384 1932:0.067423 1964:0.021789 2047:0.031777 2183:0.026723 2252:0.022368 2346:0.023635 2352:0.020919 2370:0.021485 2384:0.030814 2438:0.021248 2453:0.296774 2456:0.767378 2457:0.025113 2527:0.021525 2563:0.034294 2564:0.022151 2649:0.037699 2654:0.073265 2662:0.032074 2663:0.022556 2684:0.046590 2685:0.166716 2687:0.027296 2710:0.039081 2721:0.022971 2737:0.021287 2755:0.022904 2785:0.021430 2836:0.021080 2861:0.042751 2870:0.022357 2927:0.024037 2996:0.029940 3019:0.021038 3060:0.021056 3078:0.037752 3096:0.021430 3118:0.021476 3123:0.026670 3176:0.023309 3207:0.026504 3236:0.023532 3278:0.023731 3321:0.191389 3327:0.792816 3369:0.037776
23:0.021562 30:0.092665 50:0.020504 57:0.020932 58:0.029617 59:0.037939 65:0.033968 67:0.027360 109:0.020415 212:0.020161 269:0.028752 284:0.093908 290:0.217783 291:0.034933 318:0.021849 342:0.034497 463:0.023877 489:0.020882 490:0.032216 555:0.021076 676:0.032929 725:0.020014 746:0.020034 782:0.020101 785:0.021263 815:0.051009 844:0.020310 859:0.026481 884:0.021337 953:0.028083 969:0.041380 970:0.022880 991:0.020369 994:0.216025 1062:0.026670 1130:0.021111 1131:0.020025 1152:0.043476 1155:0.022497 1194:0.132463 1264:0.036510 1350:0.025333 1374:0.074362 1375:0.148069 1416:0.020443 1417:0.196371 1429:0.026825 1518:0.021325 1544:0.021220 1545:0.027182 1547:0.042890 1558:0.020084 1561:0.020399 1575:0.021126 1627:0.076686 1633:0.088616 1658:0.028447 1693:0.027658 1697:0.021019 1714:0.020093 1746:0.045023 1781:0.026143 1884:0.025447 1920:0.036349 1933:0.020058 2009:0.043795 2013:0.021957 2090:0.024493 2122:0.026612 2281:0.026418 2283:0.021329 2384:0.023352 2438:0.021032 2547:0.054913 2548:0.165788 2578:0.048964 2612:0.046257 2639:0.021444 2685:0.125206 2710:0.056815 2714:0.029357 2716:0.029821 2861:0.022403 3062:0.057654 3063:0.043280 3083:0.027726 3091:0.057678 3110:0.021304 3113:0.042634 3128:0.023818 3190:0.020055 3191:0.028576 3194:0.424850 3230:0.020145 3242:0.020224 3278:0.019920 3321:0.188292 3327:0.855692 3342:0.022583 3361:0.039506
57:0.081513 65:0.029559 97:0.034974 118:0.038179 159:0.029701 204:0.030279 223:0.052479 290:0.030571 402:0.030956 404:0.031476 444:0.031532 477:0.032363 505:0.265696 621:0.038234 622:0.029936 639:0.030651 640:0.034582 707:0.030245 711:0.031532 712:0.040925 714:0.030108 725:0.031528 745:0.028599 782:0.031999 797:0.028493 830:0.029853 847:0.103172 969:0.054359 970:0.043647 987:0.029082 1011:0.051977 1025:0.030157 1044:0.049082 1045:0.034368 1049:0.044988 1050:0.028024 1053:0.035880 1152:0.063321 1268:0.037012 1285:0.033521 1356:0.053724 1381:0.036105 1481:0.036826 1486:0.030456 1518:0.029513 1561:0.027931 1593:0.031282 1594:0.677239 1595:0.027993 1597:0.045320 1658:0.034874 1666:0.075443 1694:0.028909 1742:0.029689 1746:0.031444 1755:0.031396 1773:0.053679 1794:0.027733 1877:0.040629 1922:0.038914 1951:0.032159 2089:0.033814 2095:0.190879 2098:0.113371 2104:0.076575 2145:0.059591 2181:0.030942 2264:0.028964 2265:0.144696 2266:0.112686 2281:0.045793 2376:0.038957 2424:0.120864 2463:0.036599 2534:0.032083 2604:0.042893 2609:0.206836 2685:0.539011 2694:0.030002 2714:0.031824 2757:0.039192 2785:0.027669 2821:0.029471 2824:0.032210 2942:0.033237 2996:0.035083 3031:0.063389 3065:0.055403 3075:0.029539 3078:0.036770 3097:0.036770 3099:0.040015 3123:0.043318 3215:0.031828 3219:0.030763 3230:0.029147 3278:0.032407 3321:0.593039 3327:0.981929 3340:0.046048
19:0.021220 30:0.029432 31:0.021470 49:0.019941 57:0.023635 58:0.021188 59:0.020353 169:0.032304 170:0.019753 204:0.029185 290:0.048123 330:0.022431 346:0.021122 350:0.020214 388:0.021432 490:0.021014 531:0.021371 537:0.020331 571:0.036489 580:0.026806 594:0.023114 635:0.056628 654:0.022236 684:0.023007 798:0.024872 970:0.021515 1062:0.030626 1134:0.035527 1135:0.037311 1152:0.020029 1157:0.026071 1194:0.037337 1197:0.258300 1200:0.020485 1202:0.039343 1203:0.030741 1215:0.165121 1240:0.019996 1253:0.019849 1264:0.022887 1377:0.027014 1379:0.026884 1417:0.028885 1436:0.059713 1448:0.023492 1449:0.025149 1468:0.025179 1472:0.025231 1484:0.021362 1517:0.019802 1554:0.084181 1557:0.020692 1643:0.020002 1655:0.020408 1678:0.020565 1679:0.024377 1687:0.021606 1755:0.037255 1781:0.021239 1794:0.020007 1810:0.035082 1826:0.022322 1876:0.024744 1884:0.023452 1894:0.020804 1984:0.020085 2029:0.021952 2069:0.028368 2163:0.021237 2247:0.019728 2252:0.020641 2297:0.022570 2306:0.021904 2318:0.032951 2321:0.022193 2324:0.025138 2357:0.023134 2532:0.038996 2563:0.031362 2564:0.019866 2685:0.052608 2710:0.050876 2714:0.027597 2785:0.020849 2788:0.178245 2994:0.019669 3022:0.053199 3023:0.027028 3065:0.043758 3075:0.026302 3078:0.021210 3079:0.020690 3179:0.023268 3186:0.022000 3217:0.021175 3290:0.029199 3292:0.020041 3321:0.355661 3327:0.798108 3361:0.024254
20:0.029834 21:0.028043 50:0.036649 56:0.036614 58:0.060424 59:0.033261 67:0.037088 107:0.028755 133:0.030099 155:0.032748 235:0.033647 262:0.027308 269:0.028089 290:0.061828 302:0.029922 362:0.029961 466:0.028060 474:0.036190 475:0.046698 476:0.048156 537:0.036420 590:0.028488 745:0.031688 749:0.055613 755:0.034505 802:0.049539 896:0.096851 899:0.028987 1152:0.061183 1204:0.038133 1286:0.028037 1343:0.027928 1380:0.133419 1408:0.039394 1437:0.045135 1460:0.027458 1461:0.628513 1464:0.039542 1465:0.036012 1467:0.987740 1469:0.376480 1481:0.035493 1487:0.032686 1518:0.029620 1523:0.030987 1627:0.044639 1702:0.029684 1722:0.027790 1725:0.039518 1742:0.034547 1746:0.043209 1794:0.034626 1810:0.031233 1863:0.061147 1888:0.031959 1889:0.030506 1967:0.145747 1970:0.035262 2054:0.032132 2090:0.040404 2094:0.027842 2157:0.032201 2159:0.029728 2195:0.028578 2255:0.027248 2278:0.045587 2281:0.032335 2315:0.032491 2327:0.054471 2370:0.029250 2625:0.028618 2639:0.027935 2663:0.029783 2682:0.027394 2685:0.293128 2739:0.030905 2756:0.035237 2816:0.027684 2898:0.040467 2903:0.027887 2904:0.027610 2950:0.097909 2951:0.438466 2984:0.051636 2996:0.032106 3065:0.032013 3074:0.027685 3075:0.027651 3110:0.031577 3128:0.052371 3253:0.138425 3255:0.054784 3256:0.128521 3257:0.028098 3264:0.028563 3319:0.049666 3321:0.360044 3327:0.744813 3368:0.027767 3382:0.030525
30:0.030161 58:0.024861 65:0.025367 268:0.023399 290:0.025647 303:0.021649 318:0.022223 325:0.020275 349:0.026500 382:0.024187 463:0.020319 464:0.023273 465:0.047350 490:0.024386 555:0.021534 594:0.020434 683:0.024512 698:0.025354 749:0.036477 752:0.023040 769:0.029565 780:0.038212 782:0.026607 785:0.019913 789:0.023314 814:0.023440 816:0.021646 832:0.035487 969:0.024004 970:0.021176 994:0.037916 1011:0.080144 1023:0.024042 1042:0.022804 1084:0.021534 1120:0.022647 1129:0.019978 1152:0.020844 1157:0.024775 1189:0.020382 1194:0.045260 1212:0.020148 1264:0.022331 1342:0.023623 1428:0.021913 1468:0.025700 1557:0.028781 1558:0.023019 1627:0.023727 1691:0.020156 1697:0.024632 1742:0.026648 1781:0.026444 1784:0.023407 1787:0.034312 1788:0.022360 1796:0.022665 1810:0.028255 1815:0.024654 1905:0.023006 2033:0.025412 2090:0.029548 2158:0.026437 2252:0.021060 2260:0.020324 2281:0.020658 2327:0.023537 2336:0.029948 2337:0.036893 2355:0.027366 2534:0.021146 2537:0.020947 2549:0.020155 2573:0.041271 2611:0.021423 2685:0.103741 2714:0.025849 2818:0.122382 2845:0.057283 2861:0.020203 2896:0.019877 2911:0.049182 2960:0.036133 2996:0.024834 3019:0.020193 3036:0.020141 3052:0.020788 3060:0.031676 3065:0.049765 3123:0.024037 3136:0.042843 3184:0.024188 3217:0.021101 3297:0.056009 3298:0.035747 3306:0.026575 3321:0.427379 3327:0.649990 3330:0.028594 3363:0.047477
9:0.023374 65:0.025489 96:0.026330 97:0.032507 117:0.023030 133:0.029889 176:0.037897 204:0.022965 212:0.023231 433:0.023864 438:0.042169 491:0.111039 576:0.025749 616:0.023860 711:0.027456 736:0.027196 745:0.026250 749:0.104817 797:0.025913 829:0.023541 861:0.086078 929:0.022455 969:0.091102 994:0.097062 1141:0.183628 1145:0.041196 1151:0.022723 1162:0.096146 1188:0.032796 1206:0.022475 1222:0.025836 1468:0.022874 1481:0.025365 1624:0.064180 1627:0.487739 1691:0.023610 1694:0.025258 1697:0.039999 1743:0.038088 1746:0.109857 1755:0.102150 1773:0.025879 1781:0.040202 1882:0.052111 1884:0.113357 1885:0.031839 1887:0.035573 1918:0.029602 1922:0.098372 1949:0.032029 1976:0.022697 1987:0.030012 2033:0.058642 2085:0.027320 2151:0.028177 2315:0.028418 2417:0.209787 2421:0.070779 2424:0.029382 2426:0.023739 2443:0.024007 2447:0.169070 2534:0.022593 2556:0.022753 2557:0.039947 2609:0.157306 2628:0.024433 2639:0.022812 2649:0.024159 2654:0.037622 2685:0.049374 2696:0.032439 2710:0.159083 2731:0.022962 2755:0.022578 2785:0.024392 2787:0.023164 2788:0.215865 2791:0.023685 2795:0.027550 2821:0.027218 2898:0.058769 2906:0.024379 2910:0.114732 3073:0.024762 3075:0.025209 3096:0.371755 3099:0.124548 3103:0.025280 3116:0.027557 3128:0.028842 3174:0.023183 3176:0.025486 3177:0.030122 3207:0.023465 3215:0.023889 3321:0.478559 3327:0.923845 3361:0.027320 3369:0.025859
30:0.035190 65:0.030488 202:0.100065 269:0.031300 284:0.028763 290:0.058982 307:0.035353 621:0.089872 622:0.085525 642:0.042032 643:0.310587 704:0.036814 737:0.044628 745:0.035001 793:0.033285 859:0.029917 896:0.050880 969:0.084948 994:0.049728 1011:0.030110 1023:0.111308 1067:0.028409 1152:0.040792 1188:0.040797 1192:0.038179 1194:0.074518 1205:0.061641 1374:0.048379 1375:0.062320 1417:0.031232 1437:0.029121 1542:0.033166 1545:0.034385 1627:0.040024 1742:0.032392 1746:0.038721 1758:0.045975 1781:0.071335 1838:0.037716 1841:0.072815 1842:0.142229 1843:0.038084 1870:0.057650 1875:0.048788 1884:0.049544 1888:0.050698 1889:0.040367 1905:0.995436 1906:0.220972 1920:0.047737 1922:0.071137 1934:0.047528 1958:0.651961 1973:0.028378 1976:0.037729 1990:0.038615 2035:0.032698 2085:0.031418 2112:0.035546 2119:0.030497 2231:0.029879 2232:0.046066 2277:0.034792 2281:0.033512 2328:0.028734 2408:0.038546 2451:0.048892 2452:0.046375 2461:0.030908 2584:0.052535 2654:0.095199 2684:0.033648 2685:0.221094 2687:0.028737 2710:0.065681 2804:0.092573 2831:0.055380 2942:0.058132 3057:0.055162 3090:0.067117 3091:0.038910 3099:0.037349 3118:0.031886 3123:0.031285 3165:0.029128 3190:0.157594 3194:0.118074 3208:0.133079 3217:0.034196 3230:0.043104 3321:0.346928 3327:0.945859 3354:0.035304 3360:0.035777 3361:0.083833 3362:0.029372 3363:0.041687 3369:0.028752 3373:0.447348 3397:0.036688
57:0.032508 123:0.027394 176:0.034724 249:0.027622 254:0.028680 268:0.037032 269:0.060479 270:0.045613 290:0.252789 423:0.048985 463:0.028129 520:0.041307 665:0.029836 676:0.031772 693:0.028155 749:0.056237 769:0.117812 777:0.027304 780:0.068074 929:0.170128 934:0.193760 938:0.032713 953:0.027585 969:0.072758 970:0.029292 994:0.052945 1011:0.311589 1026:0.055763 1152:0.037335 1316:0.035990 1362:0.040982 1372:0.123625 1411:0.039171 1449:0.091010 1543:0.035421 1574:0.027867 1658:0.034668 1683:0.078945 1746:0.193273 1784:0.033769 1787:0.284064 1788:0.058260 1803:0.026996 1922:0.028881 1942:0.041095 1943:0.126420 1944:0.040946 1963:0.034011 2114:0.677961 2131:0.133428 2308:0.029841 2328:0.287142 2332:0.072710 2337:0.032254 2491:0.030923 2492:0.031288 2549:0.035236 2570:0.030462 2573:0.238117 2578:0.029823 2647:0.463250 2685:0.852483 2710:0.208014 2716:0.035555 2739:0.026794 2752:0.104379 2801:0.026862 2814:0.173242 2818:0.035132 2828:0.458323 2829:0.350047 2830:0.246741 2832:0.488422 2855:0.035675 2857:0.045201 2911:0.222090 2941:0.033121 2959:0.028976 2960:0.070767 3041:0.034759 3043:0.467712 3044:0.050757 3051:0.029163 3060:0.109546 3065:0.219959 3079:0.043009 3136:0.108745 3152:0.030938 3185:0.037961 3284:0.118038 3297:0.881636 3298:0.700921 3299:0.345267 3300:0.146832 3301:0.132609 3321:0.560672 3327:0.999950 3342:0.038546 3383:0.036599 3384:0.203374
59:0.025518 89:0.024151 93:0.025159 155:0.022592 234:0.026819 235:0.025548 242:0.022121 268:0.028427 270:0.022101 284:0.032883 290:0.068051 302:0.022569 362:0.024011 438:0.025065 456:0.032206 491:0.024990 499:0.022309 539:0.025865 640:0.026931 651:0.022656 657:0.029175 678:0.023555 692:0.022631 861:0.022464 896:0.094819 955:0.022814 1067:0.024242 1077:0.028307 1078:0.027680 1209:0.024385 1294:0.026486 1301:0.023848 1330:0.053770 1423:0.022873 1437:0.072335 1445:0.041301 1461:0.093304 1462:0.027038 1467:0.145024 1468:0.023498 1469:0.022179 1477:0.023731 1627:0.048292 1637:0.025266 1674:0.062674 1675:0.025201 1694:0.040778 1714:0.032491 1725:0.023939 1726:0.023699 1746:0.040375 1758:0.025829 1781:0.049982 1810:0.025386 1841:0.026907 1877:0.022293 1922:0.032101 1970:0.026260 1976:0.022537 2152:0.025985 2186:0.025875 2187:0.048638 2367:0.022786 2417:0.030125 2564:0.023542 2578:0.028377 2605:0.035773 2625:0.023358 2637:0.023923 2649:0.039705 2654:0.024430 2661:0.024938 2684:0.022146 2685:0.327133 2688:0.022940 2710:0.093038 2714:0.027442 2716:0.024645 2788:0.022627 2950:0.044511 2951:0.067767 2979:0.023911 2982:0.023585 2984:0.030396 3041:0.022127 3091:0.024823 3110:0.022832 3118:0.027699 3123:0.026311 3128:0.033314 3147:0.023004 3174:0.025524 3187:0.022412 3217:0.026268 3230:0.023233 3312:0.024086 3321:0.133396 3327:0.900941 3361:0.027071 3374:0.031052
59:0.045654 93:0.043723 137:0.045478 207:0.052478 228:0.049671 233:0.045937 234:0.080983 290:0.116787 291:0.099312 299:0.053619 362:0.051217 433:0.055703 438:0.085458 456:0.080112 477:0.048602 678:0.061481 735:0.053157 856:0.078036 865:0.106354 866:0.047997 891:0.049957 896:0.114493 955:0.300621 1039:0.045118 1073:0.053961 1077:0.043230 1194:0.048305 1204:0.050550 1209:0.060358 1258:0.060795 1319:0.045760 1330:0.115641 1335:0.045139 1376:0.051941 1379:0.047092 1437:0.067366 1445:0.064952 1481:0.061477 1594:0.043931 1627:0.783205 1650:0.051017 1654:0.048014 1674:0.050349 1675:0.046797 1693:0.042572 1725:0.062692 1781:0.097948 1810:0.048252 1841:0.082654 1877:0.044191 1929:0.065144 1949:0.048685 1994:0.050074 2032:0.048210 2063:0.043508 2098:0.055500 2186:0.079228 2187:0.117898 2201:0.111850 2223:0.044852 2248:0.049048 2267:0.045389 2271:0.072088 2294:0.056496 2305:0.048403 2417:0.199764 2421:0.054427 2457:0.051222 2625:0.045190 2637:0.064743 2654:0.044393 2682:0.045988 2710:0.218653 2714:0.045155 2739:0.047322 2759:0.054531 2760:0.044055 2788:0.078148 2927:0.049386 2951:0.062977 2979:0.080464 2996:0.053219 3006:0.050228 3062:0.044915 3091:0.056650 3116:0.047437 3149:0.045692 3174:0.049850 3187:0.052560 3201:0.070667 3286:0.095531 3291:0.049605 3312:0.092642 3321:0.660874 3327:0.997946 3340:0.069247 3354:0.045855 3369:0.061965 3373:0.078903 3374:0.043613
30:0.043323 36:0.036200 55:0.040002 58:0.038181 93:0.046598 180:0.066236 211:0.031161 269:0.041591 304:0.031650 419:0.036859 438:0.083273 523:0.034922 591:0.173630 592:0.110633 606:0.033049 649:0.196248 650:0.613697 652:0.130558 653:0.036822 735:0.032838 792:0.031680 891:0.039106 896:0.031714 1130:0.031950 1188:0.038944 1204:0.041392 1252:0.051690 1289:0.041171 1313:0.032213 1504:0.037114 1535:0.035157 1569:0.032918 1608:0.050960 1624:0.035479 1627:0.833794 1638:0.034769 1642:0.052402 1659:0.035173 1742:0.087563 1818:0.070413 1825:0.039284 1830:0.056313 1848:0.031831 1850:0.043116 1851:0.042014 1852:0.061220 1855:0.038357 1862:0.053266 1911:0.033612 1929:0.046856 1967:0.060548 1975:0.037278 1999:0.037308 2099:0.043448 2186:0.031651 2225:0.052806 2237:0.033391 2250:0.043557 2294:0.032043 2315:0.131049 2408:0.056671 2417:0.222912 2447:0.041173 2500:0.044625 2506:0.036074 2507:0.180135 2661:0.031713 2687:0.034910 2696:0.970313 2698:0.037957 2699:0.039656 2746:0.042981 2759:0.038658 2785:0.062716 2947:0.031214 2948:0.038262 2949:0.038782 3009:0.031928 3010:0.033208 3072:0.042037 3073:0.032889 3091:0.037840 3094:0.094266 3111:0.033438 3115:0.034666 3116:0.045785 3118:0.033978 3168:0.031256 3201:0.034617 3217:0.038652 3224:0.032383 3286:0.067554 3320:0.032181 3321:0.444575 3327:0.917763 3340:0.102972 3342:0.058048 3367:0.127616 3375:0.040021 3377:0.051058
44:0.063756 47:0.072428 51:0.081913 59:0.021429 65:0.027043 162:0.026563 259:0.053771 266:0.154936 267:0.183487 268:0.561823 282:0.077707 284:0.406508 290:0.123139 300:0.037422 301:0.025214 302:0.027529 354:0.028736 362:0.023877 373:0.023043 374:0.021603 399:0.065612 411:0.027843 490:0.021339 531:0.043785 532:0.050591 586:0.034459 594:0.022742 745:0.032214 782:0.026859 806:0.022004 854:0.026139 861:0.024122 925:0.023948 946:0.024951 953:0.050652 969:0.025299 991:0.021826 994:0.163504 1067:0.021389 1096:0.022741 1152:0.041813 1194:0.024421 1204:0.022875 1251:0.032881 1401:0.022011 1417:0.048717 1449:0.036858 1451:0.022939 1569:0.023117 1627:0.032960 1654:0.022515 1675:0.024926 1691:0.021967 1693:0.025328 1707:0.024739 1746:0.032240 1755:0.187110 1781:0.023287 1810:0.023693 1967:0.027849 1970:0.027997 2104:0.038293 2153:0.021894 2202:0.037047 2267:0.021459 2294:0.021345 2305:0.024928 2315:0.025007 2317:0.025263 2338:0.024006 2417:0.113473 2424:0.022874 2447:0.025394 2481:0.023554 2584:0.028963 2625:0.025436 2637:0.021828 2639:0.025444 2649:0.021692 2685:0.040168 2710:0.092544 2737:0.021818 2785:0.023082 3000:0.023522 3062:0.021730 3073:0.036863 3079:0.025703 3099:0.033181 3128:0.030088 3168:0.039742 3221:0.051061 3230:0.025912 3259:0.022286 3278:0.021375 3312:0.025675 3321:0.359396 3327:0.870918 3333:0.023395 3340:0.025427 3354:0.043567
